timestamp,regiao,unidade,consumo_mwh,capacidade_mwh,prioridade,custo_rs_mwh
2026-01-01 04:00,Nordeste,NO-02,67.0,111.3,3,141.52
2026-01-01 04:00,Norte,NO-01,75.39,124.05,5,147.45
2026-01-01 04:00,Norte,NO-02,51.49,87.04,1,151.92
2026-01-01 04:00,Sudeste,SU-01,60.82,95.57,5,181.3
2026-01-01 04:00,Sudeste,SU-02,70.7,101.2,2,198.32
2026-01-01 04:00,Sul,SU-01,83.59,120.31,2,191.78
2026-01-01 04:00,Sul,SU-02,66.95,94.81,3,199.58
2026-01-01 05:00,Centro-Oeste,CE-01,54.26,92.29,2,157.54
2026-01-01 05:00,Centro-Oeste,CE-02,67.52,124.18,2,149.57
2026-01-01 05:00,Nordeste,NO-01,69.58,110.53,1,161.48
2026-01-01 05:00,Nordeste,NO-02,61.36,112.26,3,155.83
2026-01-01 05:00,Norte,NO-01,74.09,128.88,5,152.05
2026-01-01 05:00,Norte,NO-02,50.19,93.78,1,152.58
2026-01-01 05:00,Sudeste,SU-01,60.35,89.86,5,186.52
2026-01-01 05:00,Sudeste,SU-02,68.16,105.88,2,180.84
2026-01-01 05:00,Sul,SU-01,80.87,118.89,2,182.99
2026-01-01 05:00,Sul,SU-02,66.3,93.82,3,196.28
2026-01-01 06:00,Centro-Oeste,CE-01,54.2,94.1,2,147.96
2026-01-01 06:00,Centro-Oeste,CE-02,67.3,123.7,2,150.24
2026-01-01 06:00,Nordeste,NO-01,71.96,112.13,1,149.74
2026-01-01 06:00,Nordeste,NO-02,64.72,113.78,3,152.91
2026-01-01 06:00,Norte,NO-01,70.15,124.82,5,159.81
2026-01-01 06:00,Norte,NO-02,51.14,91.16,1,143.61
2026-01-01 06:00,Sudeste,SU-01,60.52,94.74,5,179.35
2026-01-01 06:00,Sudeste,SU-02,71.65,103.84,2,182.47
2026-01-01 06:00,Sul,SU-01,82.32,129.66,2,171.91
2026-01-01 06:00,Sul,SU-02,61.92,97.24,3,163.31
2026-01-01 07:00,Centro-Oeste,CE-01,50.22,93.18,2,151.01
2026-01-01 07:00,Centro-Oeste,CE-02,62.5,133.72,2,150.88
2026-01-01 07:00,Nordeste,NO-01,67.04,113.4,1,141.24
2026-01-01 07:00,Nordeste,NO-02,62.87,114.87,3,136.18
2026-01-01 07:00,Norte,NO-01,79.99,128.85,5,157.27
2026-01-01 07:00,Norte,NO-02,51.49,95.47,1,144.95
2026-01-01 07:00,Sudeste,SU-01,60.53,97.27,5,158.43
2026-01-01 07:00,Sudeste,SU-02,68.4,111.17,2,154.6
2026-01-01 07:00,Sul,SU-01,76.5,123.88,2,165.09
2026-01-01 07:00,Sul,SU-02,65.24,99.17,3,179.0
2026-01-01 08:00,Centro-Oeste,CE-01,48.0,96.88,2,146.44
2026-01-01 08:00,Centro-Oeste,CE-02,61.32,130.66,2,131.15
2026-01-01 08:00,Nordeste,NO-01,67.07,114.46,1,144.82
2026-01-01 08:00,Nordeste,NO-02,63.48,118.58,3,156.71
2026-01-01 08:00,Norte,NO-01,73.41,133.36,5,145.47
2026-01-01 08:00,Norte,NO-02,52.25,94.53,1,150.93
2026-01-01 08:00,Sudeste,SU-01,58.06,98.69,5,134.61
2026-01-01 08:00,Sudeste,SU-02,72.3,108.79,2,183.12
2026-01-01 08:00,Sul,SU-01,76.57,128.31,2,148.96
2026-01-01 08:00,Sul,SU-02,59.92,96.42,3,168.98
2026-01-01 09:00,Centro-Oeste,CE-01,52.37,100.19,2,158.74
2026-01-01 09:00,Centro-Oeste,CE-02,62.03,133.21,2,147.45
2026-01-01 09:00,Nordeste,NO-01,69.12,112.62,1,167.74
2026-01-01 09:00,Nordeste,NO-02,66.76,117.9,3,153.14
2026-01-01 09:00,Norte,NO-01,72.39,127.24,5,157.08
2026-01-01 09:00,Norte,NO-02,55.38,98.27,1,154.81
2026-01-01 09:00,Sudeste,SU-01,67.74,98.79,5,195.28
2026-01-01 09:00,Sudeste,SU-02,74.64,112.48,2,177.03
2026-01-01 09:00,Sul,SU-01,75.62,127.57,2,137.87
2026-01-01 09:00,Sul,SU-02,61.05,100.2,3,167.52
2026-01-01 10:00,Centro-Oeste,CE-01,55.54,95.99,2,151.38
2026-01-01 10:00,Centro-Oeste,CE-02,62.02,132.81,2,140.15
2026-01-01 10:00,Nordeste,NO-01,66.69,113.26,1,151.84
2026-01-01 10:00,Nordeste,NO-02,65.44,118.67,3,159.27
2026-01-01 10:00,Norte,NO-01,79.96,130.75,5,141.66
2026-01-01 10:00,Norte,NO-02,57.03,98.19,1,163.02
2026-01-01 10:00,Sudeste,SU-01,68.11,98.78,5,198.14
2026-01-01 10:00,Sudeste,SU-02,81.81,113.93,2,210.02
2026-01-01 10:00,Sul,SU-01,79.15,132.72,2,161.34
2026-01-01 10:00,Sul,SU-02,67.3,101.07,3,171.1
2026-01-01 11:00,Centro-Oeste,CE-01,52.43,97.28,2,153.48
2026-01-01 11:00,Centro-Oeste,CE-02,67.13,133.0,2,151.41
2026-01-01 11:00,Nordeste,NO-01,68.73,119.6,1,156.06
2026-01-01 11:00,Nordeste,NO-02,70.08,127.02,3,157.34
2026-01-01 11:00,Norte,NO-01,81.99,135.08,5,145.66
2026-01-01 11:00,Norte,NO-02,61.43,100.64,1,154.16
2026-01-01 11:00,Sudeste,SU-01,69.78,102.88,5,181.16
2026-01-01 11:00,Sudeste,SU-02,79.94,115.66,2,193.2
2026-01-01 11:00,Sul,SU-01,82.84,134.58,2,161.38
2026-01-01 11:00,Sul,SU-02,62.66,101.61,3,146.79
2026-01-01 12:00,Centro-Oeste,CE-01,59.17,98.12,2,145.63
2026-01-01 12:00,Centro-Oeste,CE-02,72.42,136.65,2,152.33
2026-01-01 12:00,Nordeste,NO-01,77.77,114.3,1,193.73
2026-01-01 12:00,Nordeste,NO-02,69.31,118.78,3,141.78
2026-01-01 12:00,Norte,NO-01,88.21,133.29,5,181.54
2026-01-01 12:00,Norte,NO-02,60.48,99.34,1,162.55
2026-01-01 12:00,Sudeste,SU-01,73.34,100.97,5,215.92
2026-01-01 12:00,Sudeste,SU-02,84.78,111.78,2,235.08
2026-01-01 12:00,Sul,SU-01,83.72,132.65,2,167.05
2026-01-01 12:00,Sul,SU-02,68.57,102.35,3,199.64
2026-01-01 13:00,Centro-Oeste,CE-01,60.9,98.41,2,160.27
2026-01-01 13:00,Centro-Oeste,CE-02,78.76,133.13,2,137.17
2026-01-01 13:00,Nordeste,NO-01,77.0,119.39,1,179.53
2026-01-01 13:00,Nordeste,NO-02,75.41,118.67,3,165.6
2026-01-01 13:00,Norte,NO-01,97.85,132.05,5,223.02
2026-01-01 13:00,Norte,NO-02,67.29,96.61,1,181.17
2026-01-01 13:00,Sudeste,SU-01,75.92,102.09,5,237.01
2026-01-01 13:00,Sudeste,SU-02,85.9,116.39,2,211.25
2026-01-01 13:00,Sul,SU-01,91.19,135.51,2,190.95
2026-01-01 13:00,Sul,SU-02,73.76,102.63,3,196.12
2026-01-01 14:00,Centro-Oeste,CE-01,64.07,96.73,2,192.4
2026-01-01 14:00,Centro-Oeste,CE-02,81.98,134.52,2,153.5
2026-01-01 14:00,Nordeste,NO-01,78.72,115.31,1,179.83
2026-01-01 14:00,Nordeste,NO-02,77.04,114.58,3,172.93
2026-01-01 14:00,Norte,NO-01,92.35,131.44,5,197.77
2026-01-01 14:00,Norte,NO-02,66.96,96.28,1,182.87
2026-01-01 14:00,Sudeste,SU-01,82.13,100.06,5,247.82
2026-01-01 14:00,Sudeste,SU-02,91.78,111.78,2,263.59
2026-01-01 14:00,Sul,SU-01,90.29,136.4,2,188.85
2026-01-01 14:00,Sul,SU-02,73.61,103.12,3,214.48
2026-01-01 15:00,Centro-Oeste,CE-01,67.3,96.42,2,197.99
2026-01-01 15:00,Centro-Oeste,CE-02,83.7,130.42,2,182.98
2026-01-01 15:00,Nordeste,NO-01,89.63,118.44,1,219.06
2026-01-01 15:00,Nordeste,NO-02,80.94,117.92,3,181.43
2026-01-01 15:00,Norte,NO-01,97.33,128.64,5,231.88
2026-01-01 15:00,Norte,NO-02,73.39,95.12,1,234.43
2026-01-01 15:00,Sudeste,SU-01,83.11,101.18,5,275.05
2026-01-01 15:00,Sudeste,SU-02,96.77,110.84,2,275.49
2026-01-01 15:00,Sul,SU-01,94.93,128.09,2,230.3
2026-01-01 15:00,Sul,SU-02,71.13,100.24,3,195.64
2026-01-01 16:00,Centro-Oeste,CE-01,73.91,97.17,2,250.48
2026-01-01 16:00,Centro-Oeste,CE-02,88.7,133.2,2,185.59
2026-01-01 16:00,Nordeste,NO-01,87.91,107.71,1,264.34
2026-01-01 16:00,Nordeste,NO-02,83.29,120.15,3,193.52
2026-01-01 16:00,Norte,NO-01,103.07,126.85,5,249.02
2026-01-01 16:00,Norte,NO-02,72.41,94.07,1,244.64
2026-01-01 16:00,Sudeste,SU-01,88.54,96.2,5,318.04
2026-01-01 16:00,Sudeste,SU-02,100.67,109.77,2,305.47
2026-01-01 16:00,Sul,SU-01,99.33,129.75,2,232.51
2026-01-01 16:00,Sul,SU-02,76.19,101.37,3,227.92
2026-01-01 17:00,Centro-Oeste,CE-01,73.02,97.97,2,227.5
2026-01-01 17:00,Centro-Oeste,CE-02,95.78,130.34,2,232.03
2026-01-01 17:00,Nordeste,NO-01,91.54,110.65,1,266.65
2026-01-01 17:00,Nordeste,NO-02,89.92,114.02,3,253.44
2026-01-01 17:00,Norte,NO-01,106.23,128.77,5,262.91
2026-01-01 17:00,Norte,NO-02,74.98,95.91,1,235.16
2026-01-01 17:00,Sudeste,SU-01,87.22,96.88,5,303.65
2026-01-01 17:00,Sudeste,SU-02,103.32,109.11,2,322.36
2026-01-01 17:00,Sul,SU-01,94.85,129.52,2,221.85
2026-01-01 17:00,Sul,SU-02,83.28,97.39,3,277.77
2026-01-01 18:00,Centro-Oeste,CE-01,78.03,92.9,2,276.18
2026-01-01 18:00,Centro-Oeste,CE-02,89.89,129.27,2,183.68
2026-01-01 18:00,Nordeste,NO-01,90.12,108.96,1,262.19
2026-01-01 18:00,Nordeste,NO-02,83.02,112.97,3,219.69
2026-01-01 18:00,Norte,NO-01,101.93,119.18,5,270.97
2026-01-01 18:00,Norte,NO-02,75.01,93.77,1,253.2
2026-01-01 18:00,Sudeste,SU-01,89.36,94.62,5,320.05
2026-01-01 18:00,Sudeste,SU-02,108.35,111.05,2,334.44
2026-01-01 18:00,Sul,SU-01,97.12,126.09,2,249.17
2026-01-01 18:00,Sul,SU-02,80.75,98.37,3,255.98
2026-01-01 19:00,Centro-Oeste,CE-01,77.68,91.48,2,274.89
2026-01-01 19:00,Centro-Oeste,CE-02,94.63,126.24,2,216.01
2026-01-01 19:00,Nordeste,NO-01,92.33,111.82,1,265.57
2026-01-01 19:00,Nordeste,NO-02,87.62,112.89,3,234.08
2026-01-01 19:00,Norte,NO-01,102.26,125.55,5,265.53
2026-01-01 19:00,Norte,NO-02,73.17,91.36,1,247.59
2026-01-01 19:00,Sudeste,SU-01,89.89,91.3,5,340.02
2026-01-01 19:00,Sudeste,SU-02,103.55,105.41,2,349.07
2026-01-01 19:00,Sul,SU-01,107.78,124.75,2,280.78
2026-01-01 19:00,Sul,SU-02,85.77,99.62,3,275.92
2026-01-01 20:00,Centro-Oeste,CE-01,75.68,91.14,2,253.65
2026-01-01 20:00,Centro-Oeste,CE-02,93.99,128.45,2,216.58
2026-01-01 20:00,Nordeste,NO-01,90.56,109.21,1,267.81
2026-01-01 20:00,Nordeste,NO-02,90.3,109.32,3,255.69
2026-01-01 20:00,Norte,NO-01,107.65,121.81,5,276.5
2026-01-01 20:00,Norte,NO-02,67.87,90.15,1,227.09
2026-01-01 20:00,Sudeste,SU-01,93.12,92.49,5,358.14
2026-01-01 20:00,Sudeste,SU-02,101.36,105.75,2,344.24
2026-01-01 20:00,Sul,SU-01,107.13,119.38,2,294.78
2026-01-01 20:00,Sul,SU-02,84.24,93.74,3,295.01
2026-01-01 21:00,Centro-Oeste,CE-01,78.6,89.28,2,282.04
2026-01-01 21:00,Centro-Oeste,CE-02,92.11,118.59,2,223.44
2026-01-01 21:00,Nordeste,NO-01,90.31,107.46,1,278.42
2026-01-01 21:00,Nordeste,NO-02,87.82,105.88,3,235.81
2026-01-01 21:00,Norte,NO-01,98.45,121.07,5,266.14
2026-01-01 21:00,Norte,NO-02,72.69,87.44,1,258.92
2026-01-01 21:00,Sudeste,SU-01,86.16,94.06,5,311.05
2026-01-01 21:00,Sudeste,SU-02,98.39,108.42,2,293.88
2026-01-01 21:00,Sul,SU-01,105.93,118.14,2,295.67
2026-01-01 21:00,Sul,SU-02,82.71,94.78,3,293.85
2026-01-01 22:00,Centro-Oeste,CE-01,78.36,85.73,2,297.16
2026-01-01 22:00,Centro-Oeste,CE-02,100.43,120.42,2,271.35
2026-01-01 22:00,Nordeste,NO-01,88.53,107.77,1,260.56
2026-01-01 22:00,Nordeste,NO-02,87.11,103.66,3,283.41
2026-01-01 22:00,Norte,NO-01,100.3,118.55,5,266.9
2026-01-01 22:00,Norte,NO-02,66.66,87.73,1,240.35
2026-01-01 22:00,Sudeste,SU-01,78.47,91.81,5,281.74
2026-01-01 22:00,Sudeste,SU-02,93.7,102.01,2,294.48
2026-01-01 22:00,Sul,SU-01,104.81,112.13,2,315.93
2026-01-01 22:00,Sul,SU-02,82.63,95.35,3,281.07
2026-01-01 23:00,Centro-Oeste,CE-01,68.56,88.01,2,236.05
2026-01-01 23:00,Centro-Oeste,CE-02,90.75,122.67,2,242.14
2026-01-01 23:00,Nordeste,NO-01,84.56,102.07,1,254.51
2026-01-01 23:00,Nordeste,NO-02,81.03,104.88,3,236.13
2026-01-01 23:00,Norte,NO-01,93.43,112.73,5,258.45
2026-01-01 23:00,Norte,NO-02,66.56,87.42,1,241.63
2026-01-01 23:00,Sudeste,SU-01,80.19,86.62,5,311.48
2026-01-01 23:00,Sudeste,SU-02,90.88,99.83,2,298.81
2026-01-01 23:00,Sul,SU-01,100.66,114.46,2,295.2
2026-01-01 23:00,Sul,SU-02,81.96,93.57,3,289.9
2026-01-02 00:00,Centro-Oeste,CE-01,72.89,85.84,2,277.51
2026-01-02 00:00,Centro-Oeste,CE-02,94.82,118.99,2,259.6
2026-01-02 00:00,Nordeste,NO-01,89.09,100.41,1,294.52
2026-01-02 00:00,Nordeste,NO-02,79.41,105.02,3,218.03
2026-01-02 00:00,Norte,NO-01,93.46,118.67,5,250.94
2026-01-02 00:00,Norte,NO-02,61.61,88.23,1,206.21
2026-01-02 00:00,Sudeste,SU-01,75.23,90.82,5,261.01
2026-01-02 00:00,Sudeste,SU-02,85.54,101.55,2,262.17
2026-01-02 00:00,Sul,SU-01,97.81,117.94,2,281.09
2026-01-02 00:00,Sul,SU-02,78.37,88.85,3,299.07
2026-01-02 01:00,Centro-Oeste,CE-01,67.92,85.04,2,259.92
2026-01-02 01:00,Centro-Oeste,CE-02,79.34,123.85,2,174.17
2026-01-02 01:00,Nordeste,NO-01,79.94,103.0,1,229.99
2026-01-02 01:00,Nordeste,NO-02,76.77,107.01,3,212.15
2026-01-02 01:00,Norte,NO-01,79.95,118.5,5,172.82
2026-01-02 01:00,Norte,NO-02,60.07,89.95,1,182.26
2026-01-02 01:00,Sudeste,SU-01,72.48,88.04,5,251.68
2026-01-02 01:00,Sudeste,SU-02,82.23,98.79,2,265.53
2026-01-02 01:00,Sul,SU-01,93.19,113.95,2,249.74
2026-01-02 01:00,Sul,SU-02,76.71,93.67,3,261.74
2026-01-02 02:00,Centro-Oeste,CE-01,63.18,90.1,2,195.55
2026-01-02 02:00,Centro-Oeste,CE-02,80.74,126.84,2,183.1
2026-01-02 02:00,Nordeste,NO-01,78.57,103.65,1,229.54
2026-01-02 02:00,Nordeste,NO-02,71.56,104.79,3,189.33
2026-01-02 02:00,Norte,NO-01,77.85,119.15,5,174.28
2026-01-02 02:00,Norte,NO-02,56.09,88.11,1,174.09
2026-01-02 02:00,Sudeste,SU-01,65.1,93.72,5,195.66
2026-01-02 02:00,Sudeste,SU-02,76.97,100.7,2,239.6
2026-01-02 02:00,Sul,SU-01,93.3,116.26,2,244.14
2026-01-02 02:00,Sul,SU-02,71.21,92.0,3,218.7
2026-01-02 03:00,Centro-Oeste,CE-01,59.34,87.48,2,178.4
2026-01-02 03:00,Centro-Oeste,CE-02,71.59,118.0,2,158.09
2026-01-02 03:00,Nordeste,NO-01,72.7,104.93,1,197.41
2026-01-02 03:00,Nordeste,NO-02,65.67,110.33,3,149.17
2026-01-02 03:00,Norte,NO-01,78.05,122.97,5,159.78
2026-01-02 03:00,Norte,NO-02,57.41,86.93,1,183.15
2026-01-02 03:00,Sudeste,SU-01,63.05,93.25,5,168.08
2026-01-02 03:00,Sudeste,SU-02,75.89,102.38,2,203.4
2026-01-02 03:00,Sul,SU-01,92.15,121.66,2,233.32
2026-01-02 03:00,Sul,SU-02,69.46,93.78,3,225.42
2026-01-02 04:00,Centro-Oeste,CE-01,54.23,91.01,2,155.7
2026-01-02 04:00,Centro-Oeste,CE-02,73.21,126.35,2,153.16
2026-01-02 04:00,Nordeste,NO-01,70.73,108.54,1,183.32
2026-01-02 04:00,Nordeste,NO-02,67.93,111.0,3,160.67
2026-01-02 04:00,Norte,NO-01,76.03,125.14,5,146.3
2026-01-02 04:00,Norte,NO-02,54.13,92.5,1,142.67
2026-01-02 04:00,Sudeste,SU-01,56.61,93.15,5,161.09
2026-01-02 04:00,Sudeste,SU-02,74.09,105.42,2,195.67
2026-01-02 04:00,Sul,SU-01,88.42,118.81,2,231.89
2026-01-02 04:00,Sul,SU-02,65.78,94.29,3,201.39
2026-01-02 05:00,Centro-Oeste,CE-01,57.2,91.15,2,158.66
2026-01-02 05:00,Centro-Oeste,CE-02,65.36,126.29,2,152.71
2026-01-02 05:00,Nordeste,NO-01,67.7,110.48,1,143.18
2026-01-02 05:00,Nordeste,NO-02,64.52,111.1,3,141.3
2026-01-02 05:00,Norte,NO-01,73.83,122.34,5,159.92
2026-01-02 05:00,Norte,NO-02,50.01,90.85,1,142.84
2026-01-02 05:00,Sudeste,SU-01,60.24,95.69,5,170.91
2026-01-02 05:00,Sudeste,SU-02,70.35,105.15,2,188.34
2026-01-02 05:00,Sul,SU-01,80.01,123.36,2,181.03
2026-01-02 05:00,Sul,SU-02,62.52,98.53,3,172.76
2026-01-02 06:00,Centro-Oeste,CE-01,54.36,93.83,2,148.91
2026-01-02 06:00,Centro-Oeste,CE-02,67.53,124.89,2,150.87
2026-01-02 06:00,Nordeste,NO-01,67.74,109.33,1,160.77
2026-01-02 06:00,Nordeste,NO-02,64.68,108.76,3,139.7
2026-01-02 06:00,Norte,NO-01,70.94,123.65,5,148.16
2026-01-02 06:00,Norte,NO-02,51.02,90.96,1,138.83
2026-01-02 06:00,Sudeste,SU-01,59.95,94.22,5,174.56
2026-01-02 06:00,Sudeste,SU-02,67.64,104.12,2,160.85
2026-01-02 06:00,Sul,SU-01,82.76,129.05,2,176.14
2026-01-02 06:00,Sul,SU-02,59.68,100.48,3,159.63
2026-01-02 07:00,Centro-Oeste,CE-01,49.49,91.74,2,133.32
2026-01-02 07:00,Centro-Oeste,CE-02,63.17,130.56,2,142.91
2026-01-02 07:00,Nordeste,NO-01,64.51,115.9,1,145.17
2026-01-02 07:00,Nordeste,NO-02,63.19,114.36,3,153.27
2026-01-02 07:00,Norte,NO-01,73.77,128.24,5,154.96
2026-01-02 07:00,Norte,NO-02,52.54,94.48,1,152.71
2026-01-02 07:00,Sudeste,SU-01,60.57,97.33,5,157.56
2026-01-02 07:00,Sudeste,SU-02,68.95,114.78,2,155.78
2026-01-02 07:00,Sul,SU-01,75.78,129.75,2,154.57
2026-01-02 07:00,Sul,SU-02,62.45,98.53,3,173.05
2026-01-02 08:00,Centro-Oeste,CE-01,50.63,95.6,2,142.23
2026-01-02 08:00,Centro-Oeste,CE-02,62.85,128.14,2,157.22
2026-01-02 08:00,Nordeste,NO-01,71.12,111.13,1,165.3
2026-01-02 08:00,Nordeste,NO-02,64.73,117.42,3,150.93
2026-01-02 08:00,Norte,NO-01,71.33,127.32,5,154.28
2026-01-02 08:00,Norte,NO-02,55.92,100.07,1,161.71
2026-01-02 08:00,Sudeste,SU-01,58.96,98.3,5,142.58
2026-01-02 08:00,Sudeste,SU-02,74.11,113.24,2,168.63
2026-01-02 08:00,Sul,SU-01,78.47,127.28,2,156.35
2026-01-02 08:00,Sul,SU-02,64.78,101.57,3,171.86
2026-01-02 09:00,Centro-Oeste,CE-01,52.41,97.84,2,137.6
2026-01-02 09:00,Centro-Oeste,CE-02,62.21,132.44,2,144.98
2026-01-02 09:00,Nordeste,NO-01,69.89,120.01,1,150.27
2026-01-02 09:00,Nordeste,NO-02,69.55,121.99,3,154.2
2026-01-02 09:00,Norte,NO-01,73.72,132.21,5,144.38
2026-01-02 09:00,Norte,NO-02,53.18,97.02,1,165.26
2026-01-02 09:00,Sudeste,SU-01,66.49,99.44,5,182.22
2026-01-02 09:00,Sudeste,SU-02,74.92,112.77,2,190.06
2026-01-02 09:00,Sul,SU-01,78.78,128.4,2,162.56
2026-01-02 09:00,Sul,SU-02,62.38,97.51,3,166.42
2026-01-02 10:00,Centro-Oeste,CE-01,53.99,97.11,2,155.04
2026-01-02 10:00,Centro-Oeste,CE-02,63.36,135.86,2,162.13
2026-01-02 10:00,Nordeste,NO-01,69.45,115.97,1,136.25
2026-01-02 10:00,Nordeste,NO-02,72.06,121.42,3,147.28
2026-01-02 10:00,Norte,NO-01,82.93,129.47,5,171.54
2026-01-02 10:00,Norte,NO-02,57.95,95.85,1,151.06
2026-01-02 10:00,Sudeste,SU-01,69.94,102.22,5,179.89
2026-01-02 10:00,Sudeste,SU-02,75.92,115.93,2,183.92
2026-01-02 10:00,Sul,SU-01,82.4,129.55,2,166.63
2026-01-02 10:00,Sul,SU-02,65.18,103.8,3,157.76
2026-01-02 11:00,Centro-Oeste,CE-01,57.2,100.31,2,145.22
2026-01-02 11:00,Centro-Oeste,CE-02,68.2,138.21,2,134.33
2026-01-02 11:00,Nordeste,NO-01,69.35,123.62,1,138.95
2026-01-02 11:00,Nordeste,NO-02,67.5,116.95,3,140.92
2026-01-02 11:00,Norte,NO-01,84.97,137.6,5,159.99
2026-01-02 11:00,Norte,NO-02,60.92,105.5,1,149.59
2026-01-02 11:00,Sudeste,SU-01,72.73,99.8,5,198.44
2026-01-02 11:00,Sudeste,SU-02,79.77,118.03,2,189.41
2026-01-02 11:00,Sul,SU-01,78.73,135.59,2,150.93
2026-01-02 11:00,Sul,SU-02,64.44,102.35,3,181.13
2026-01-02 12:00,Centro-Oeste,CE-01,58.67,98.0,2,155.72
2026-01-02 12:00,Centro-Oeste,CE-02,74.22,136.5,2,152.04
2026-01-02 12:00,Nordeste,NO-01,75.13,119.2,1,169.58
2026-01-02 12:00,Nordeste,NO-02,72.58,118.72,3,167.47
2026-01-02 12:00,Norte,NO-01,88.81,134.86,5,174.07
2026-01-02 12:00,Norte,NO-02,64.21,97.23,1,177.98
2026-01-02 12:00,Sudeste,SU-01,74.86,102.14,5,219.05
2026-01-02 12:00,Sudeste,SU-02,86.19,114.05,2,220.13
2026-01-02 12:00,Sul,SU-01,79.72,132.3,2,142.55
2026-01-02 12:00,Sul,SU-02,65.2,107.02,3,153.72
2026-01-02 13:00,Centro-Oeste,CE-01,64.25,100.18,2,184.41
2026-01-02 13:00,Centro-Oeste,CE-02,72.1,135.59,2,147.53
2026-01-02 13:00,Nordeste,NO-01,79.31,117.39,1,199.03
2026-01-02 13:00,Nordeste,NO-02,73.33,120.36,3,153.16
2026-01-02 13:00,Norte,NO-01,91.06,134.73,5,189.94
2026-01-02 13:00,Norte,NO-02,61.57,97.74,1,163.92
2026-01-02 13:00,Sudeste,SU-01,78.59,103.11,5,227.26
2026-01-02 13:00,Sudeste,SU-02,90.01,113.96,2,250.46
2026-01-02 13:00,Sul,SU-01,85.65,134.88,2,162.99
2026-01-02 13:00,Sul,SU-02,68.72,103.79,3,176.06
2026-01-02 14:00,Centro-Oeste,CE-01,68.01,96.85,2,189.37
2026-01-02 14:00,Centro-Oeste,CE-02,77.02,132.39,2,152.62
2026-01-02 14:00,Nordeste,NO-01,88.23,117.07,1,217.43
2026-01-02 14:00,Nordeste,NO-02,81.92,117.39,3,205.04
2026-01-02 14:00,Norte,NO-01,94.93,132.37,5,206.77
2026-01-02 14:00,Norte,NO-02,71.1,97.77,1,214.98
2026-01-02 14:00,Sudeste,SU-01,78.96,99.74,5,238.61
2026-01-02 14:00,Sudeste,SU-02,92.46,115.99,2,258.38
